gene	score
WRAP53	0.06574602173327641
TREX1	0.06299173290356663
ATG16L1	0.05897318977754425
CAMK2D	0.05746308772221987
HLA-B	0.05670782961762519
PHRF1	0.05395243366909449
KIF13B	0.04992947453540628
DDI2	0.04941717192736825
ERCC6L	0.046390926779039915
ETV6	0.046390926779039915
OCC1	0.04333191093458558
UPF1	0.04333191093458558
EMB	0.042573925140850295
CBX6	0.03626425886955651
SRPK2	0.03450519894891425
AEBP2	0.03146762478744414
HSP90B1	0.019864399534546637
TERF2IP	0.017819418021432342
MTDH	0.01601024542479246
GOLGA4	0.014723177702929155
METTL1	0.014434941558343958
UNKL	0.013671937188729
SEC23IP	0.008799098087342468
WRNIP1	0.008799098087342468
PTGER4	0.007034807445586095
ZNF551	0.006505842721591491
CASP2	0.00610495611647587
PPP1R21	0.00610495611647587
CDC5L	0.00610495611647587
EIF2AK4	0.00610495611647587
MAP2K4	0.00610495611647587
MAP4	0.00610495611647587
ANK3	0.00610495611647587
PDAP1	0.00610495611647587
SUZ12	0.00610495611647587
PIP5K1A	0.00610495611647587
LAMTOR1	0.00610495611647587
TRAT1	0.00610495611647587
NCOA7	0.00610495611647587
MYH9	0.00610495611647587
NCOR2	0.00610495611647587
HDGFL2	0.00610495611647587
TMEM201	0.00610495611647587
YY1	0.00610495611647587
LARP4	0.00610495611647587
LEO1	0.00610495611647587
NFKBIE	0.00610495611647587
GOLGA3	0.00610495611647587
STAT3	0.00610495611647587
TRIT1	0.00610495611647587
ATXN1	0.00610495611647587
UBAP2	0.00610495611647587
XBP1	0.00610495611647587
U2SURP	0.00610495611647587
ZSWIM8	0.00610495611647587
KIF21A	0.00610495611647587
PSMB6	0.00610495611647587
KDM3A	0.00610495611647587
RFLNB	0.00610495611647587
REXO4	0.00610495611647587
RNF168	0.00610495611647587
ESYT1	0.00610495611647587
RTTN	0.00610495611647587
MAPRE2	0.00610495611647587
MAP7D3	0.00610495611647587
IRF2	0.00610495611647587
ERBIN	0.00610495611647587
FAM169A	0.00610495611647587
EIF2A	0.00610495611647587
CYREN	0.00610495611647587
CSRP1	0.00610495611647587
HAPSTR1	0.00610495611647587
CORO7	0.00610495611647587
PRKAB1	0.00610495611647587
EMSY	0.00610495611647587
EIF2B4	0.00610495611647587
CDAN1	0.00610495611647587
RTF2	0.00610495611647587
SF3A2	0.00610495611647587
MIEF1	0.0026238491827134222
DLGAP5	0.0019215428232542805
TRAF7	0.0019215428232542805
PCF11	-0.0
MRGBP	-0.0026238491827134222
JPT2	-0.003190421520088512
ANP32A	-0.0039735453698121655
ORC1	-0.00610495611647587
UBAP2L	-0.00610495611647587
OTUD7B	-0.00610495611647587
BLM	-0.00610495611647587
LMNB1	-0.00610495611647587
USP24	-0.00610495611647587
KMT2D	-0.00610495611647587
UNC45A	-0.00610495611647587
CDC42EP3	-0.00610495611647587
IREB2	-0.00610495611647587
KIDINS220	-0.00610495611647587
HNRNPF	-0.00610495611647587
GPR35	-0.009327295236048779
SNRK	-0.009854979276604767
RC3H1	-0.010618628532320673
HCFC1	-0.014723177702929155
KLF2	-0.01653430621890967
ATP5F1B	-0.026667665567306507
ELAVL1	-0.03322721820399931
RREB1	-0.03322721820399931
GAPVD1	-0.03702318504604561
TMSB4X	-0.03702318504604561
ARHGAP9	-0.038540635572063636
RPS26	-0.04360505807554385
SLAMF6	-0.046362503206405434
CUSTOS	-0.05897318977754425
AGFG1	-0.06148273858831896
ARHGAP4	-0.07125418195035371
CEP43	-0.07226882819378924
TNRC18	-0.08805090052489653
RALBP1	-0.08905595282306075
CHD1L	-0.09980895135340485
KDM5A	-0.11103791913406129
EZH2	-0.11277359660530163
VRK3	-0.13297906265719367
VGLL4	-0.13297906265719367
RALB	-0.14688191451614857
ATP2B4	-0.16030142871919378
CTU2	-0.16152428359937637
MRPS36	-0.16822594337409555
PTPN1	-0.17096580890575894
RSL1D1	-0.17956980467537367
HNRNPL	-0.18125654548930603
MICAL1	-0.1854666795876093
CCSER2	-0.1876753745125055
RB1CC1	-0.1928826250099343
PHC3	-0.19535332027421018
DGCR8	-0.196823369650912
TRIM56	-0.20496343326678812
C2CD5	-0.21209549713166878
ZDHHC20	-0.24508639898136042
UNG	-0.2510656853800488
PATL1	-0.2536856572664856
CDK12	-0.25685553057493193
DCK	-0.26319050176779385
OTUD4	-0.2666809279550708
LSR	-0.27159384594145053
RUFY1	-0.27331211094493163
SMAP1	-0.27720090304411116
PPP6R1	-0.27877931590931704
MARK3	-0.2813530601712848
DBF4	-0.2813530601712848
NCBP3	-0.28444106575495487
CYTIP	-0.2861506648869608
SKA3	-0.28686006970589223
PPIP5K2	-0.2961839062853193
DOCK11	-0.2961839062853193
MNAT1	-0.2961839062853193
SMARCB1	-0.2961839062853193
ARFGAP2	-0.2961839062853193
MAP3K1	-0.3017285848818923
KDM2B	-0.3032574858571521
MIOS	-0.3032574858571521
HCLS1	-0.3032574858571521
ARID4A	-0.30738855862774883
VEZT	-0.3080737384023621
TBC1D5	-0.3091279061260048
ATF2	-0.31532384254697243
SPTBN1	-0.31532384254697243
PLEKHM1	-0.31568657980327863
GSE1	-0.3180483805967298
PRPF4B	-0.3187289289590066
DNAJC21	-0.3247691617575568
GPATCH4	-0.3247691617575568
PPP1R11	-0.32680726882413524
SON	-0.34461427059132005
KIAA0319L	-0.3479655856583167
DDX39A	-0.378725350499339
ELMO1	-0.4140952471882961
G6PD	-0.4140952471882961
NFIL3	-0.4267741983159916
AFF4	-0.442453887939097
PHF6	-0.45144374855919395
UBE2E3	-0.486678900225844
RRM2	-0.4873378758801678
PCNP	-0.494912822781843
TAB3	-0.5099359292627978
SCAF11	-0.5099359292627978
MTRR	-0.5099359292627978
RIC8A	-0.5099359292627978
SEC16A	-0.5099359292627978
CHERP	-0.5146547626775951
