kinase,aCD3_5min,aCD3_aCD226_5min,aCD3_aICOS_5min,aCD3_aCD2_5min,aCD3_10min,aCD3_aCD226_10min,aCD3_aICOS_10min,aCD3_aCD2_10min
PTK2,-0.7515583067066428,0.054319390857443445,0.5699340394603521,-0.3478394075151677,0.6578996891950624,0.6573023051588537,-0.0019327602421248837,-1.2787963131460687
PTK2B,-0.4583877727873125,0.5153013624292153,0.41444372777410243,-0.001104707275275183,0.24895760244577683,0.7596249753079751,-0.24791428879947633,-1.3624659066976499
PTK6,1.0995535224513693,1.2124923741425224,1.017662987308664,1.0003141215382554,0.8364900523204472,0.6263549619160215,0.6953884902739205,0.9925110692054222
RAF1,1.2671896015520225,1.374544734095661,2.1782198357041214,1.0438468786081943,1.8124876387540019,1.3796391138830015,1.5904325183079058,1.2138808809232267
RET,1.8609700733221628,3.1036342787288755,2.349742145220376,3.342059820155819,2.852357556848823,1.2053514431713706,4.338268943721865,4.23889126793823
ROCK1,-0.7348186922853512,-0.10374654416344092,-0.7512433823914728,0.6573385099890535,-0.6107350854733031,0.5552039075663675,0.27016903536519754,0.6053898593002123
ROCK2,-1.2359729034457307,-1.1878474456150974,-1.1270287848351044,-0.14476661774523783,-0.7712319914295487,-0.03514496828012385,-0.7116616946132611,-0.3062751274725757
RPS6KA1,2.5495830221594087,2.3272717373948724,2.567783432138445,2.534423698296657,2.530629260118592,3.0997351915314124,1.6871745586738267,2.8660408257190517
RPS6KA3,1.5871482651236002,0.9680997409300354,1.0401714382883478,0.8319939181402517,1.2510650110566066,1.1289416127685417,1.7457191141222308,1.5335161131616588
RPS6KB1,1.9183758662154877,0.5380252687115723,0.6130958416606017,0.5236097885628096,1.4152244095883728,1.526920219892499,1.9178960987853624,1.0417121278709527
RPS6KB2,-0.8500354444382194,1.6453117911465625,0.042337738752613485,1.0478125998725716,0.6458627777677683,1.3851177644832218,1.9262121861342145,-0.505280440206373
SGK1,0.1746373781190219,0.8830370609704481,1.4528647242645931,0.08301901664176785,0.47046063956819334,0.5006785183301334,1.3863755929727553,0.581529750320369
SRC,1.7842094465510203,1.7326314083697054,1.9855642382498773,1.677676998535855,2.0709311085695767,1.7295201734523067,2.2798649348724247,1.9903636566223666
SRPK2,-0.44295027141734317,-2.1177083015349316,-1.277548312904768,-2.1294771919065236,-0.3638236714768462,-1.5993845277907208,-2.0886337602938077,-1.7841910691577192
