gene	score
SH3KBP1	1.960894128997085
SYNE2	1.958602830802202
KCTD10	1.958602830802202
AIMP1	1.943688966144837
HDAC7	1.9429304910274268
NCBP3	1.9429304910274268
ARHGDIA	1.9429304910274268
WBP11	1.9341605061038127
SPNS1	1.9341605061038127
PPP1R21	1.9317162252863602
HOOK1	1.9272712342844558
GPR15	1.926825534910951
WDR44	1.92593201826592
NBEAL2	1.9231365635169537
ANKRD12	1.9192346538160059
BUB3	1.9148766008829825
SLX4IP	1.9144225399641814
HLA-E	1.9047655209749634
THOC5	1.9047655209749634
ZNF654	1.902305352594381
PML	1.8905303264376685
SEC16A	1.8866670809664887
AFTPH	1.8837933739869306
CCDC6	1.8778526293459528
SUGT1	1.873909307438782
PPIP5K2	1.8714895195468946
ARHGEF7	1.8714895195468946
SPTBN1	1.8690640027767857
C19ORF47	1.8675875646025863
CHAF1A	1.8627157496655289
MIDEAS	1.8612349302197722
PLPP6	1.8577534908567888
RTTN	1.8572714330552125
TMEM238	1.8553928825572195
HDAC3	1.8534171624704652
OSBP	1.8484390323111002
STX5	1.8474585033940354
CHD3	1.8469673429155176
MORC3	1.8454755869546848
CDV3	1.8444902941497108
KIF18B	1.8429967600752177
NCL	1.8400167380512251
PLIN3	1.8400167380512251
MRGBP	1.8375255796913266
TMPO	1.837027364243859
RFC1	1.8365285697027225
PTDSS1	1.831028724845131
SMARCB1	1.8300135783945932
SNAPC4	1.8295090655925526
CDKN1A	1.8244983473002843
ENSA	1.8219780573583322
GLUD1	1.8199617372395853
ICE1	1.8189224380051132
STIM1	1.8189224380051132
U2AF1	1.8168994788714252
GOLGA4	1.8148743266026355
RALBP1	1.8143609311150588
PAG1	1.8108174818886373
DDX10	1.8108174818886373
SF3B1	1.8037519816658372
LIME1	1.8032342632055753
AHCTF1	1.7971580514317156
PPFIBP2	1.7969802497608114
KIF1C	1.7969802497608114
ATG16L1	1.7969802497608114
H1-4	1.7969802497608114
SIPA1L3	1.7954556679603435
OSBPL8	1.7934049458943628
EIF4G1	1.7912972995720677
STXBP5	1.7855892063710097
CWC22	1.785459153207855
RBM34	1.7847123106055767
NF1	1.7847123106055767
